kappa_type,task,level,run_id,model_a,model_b,kappa,n,interpretation,kappa_sd,n_pairs
intra_model_stability,code,L1,3_vs_4,openai,openai_run4,0.9336,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_5,openai,openai_run5,0.952,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_6,openai,openai_run6,0.952,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_7,openai,openai_run7,0.933,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_8,openai,openai_run8,0.9427,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_9,openai,openai_run9,0.9229,113.0,Almost Perfect,,
intra_model_stability,code,L1,3_vs_10,openai,openai_run10,0.9429,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_5,openai,openai_run5,0.9238,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_6,openai,openai_run6,0.9048,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_7,openai,openai_run7,0.9049,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_8,openai,openai_run8,0.9525,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_9,openai,openai_run9,0.8949,113.0,Almost Perfect,,
intra_model_stability,code,L1,4_vs_10,openai,openai_run10,0.9338,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_6,openai,openai_run6,0.9711,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_7,openai,openai_run7,0.9519,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_8,openai,openai_run8,0.9712,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_9,openai,openai_run9,0.9418,113.0,Almost Perfect,,
intra_model_stability,code,L1,5_vs_10,openai,openai_run10,0.9427,113.0,Almost Perfect,,
intra_model_stability,code,L1,6_vs_7,openai,openai_run7,0.9615,113.0,Almost Perfect,,
intra_model_stability,code,L1,6_vs_8,openai,openai_run8,0.9424,113.0,Almost Perfect,,
intra_model_stability,code,L1,6_vs_9,openai,openai_run9,0.9516,113.0,Almost Perfect,,
intra_model_stability,code,L1,6_vs_10,openai,openai_run10,0.9522,113.0,Almost Perfect,,
intra_model_stability,code,L1,7_vs_8,openai,openai_run8,0.9425,113.0,Almost Perfect,,
intra_model_stability,code,L1,7_vs_9,openai,openai_run9,0.9323,113.0,Almost Perfect,,
intra_model_stability,code,L1,7_vs_10,openai,openai_run10,0.9523,113.0,Almost Perfect,,
intra_model_stability,code,L1,8_vs_9,openai,openai_run9,0.9325,113.0,Almost Perfect,,
intra_model_stability,code,L1,8_vs_10,openai,openai_run10,0.9524,113.0,Almost Perfect,,
intra_model_stability,code,L1,9_vs_10,openai,openai_run10,0.9042,113.0,Almost Perfect,,
intra_model_stability_mean,code,L1,mean_of_45_pairs,openai,openai_all_pairs,0.9413,,Almost Perfect,0.0189,45.0
intra_model_stability,theme,L1,1_vs_2,openai,openai_run2,0.954,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_3,openai,openai_run3,0.9654,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_4,openai,openai_run4,0.9542,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_5,openai,openai_run5,0.9653,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_6,openai,openai_run6,0.9653,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_7,openai,openai_run7,0.9885,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_8,openai,openai_run8,0.9541,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_9,openai,openai_run9,0.9422,113.0,Almost Perfect,,
intra_model_stability,theme,L1,1_vs_10,openai,openai_run10,0.9542,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_3,openai,openai_run3,0.9885,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_4,openai,openai_run4,0.9543,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_5,openai,openai_run5,0.9655,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_6,openai,openai_run6,0.9655,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_7,openai,openai_run7,0.9655,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_8,openai,openai_run8,0.9542,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_9,openai,openai_run9,0.9424,113.0,Almost Perfect,,
intra_model_stability,theme,L1,2_vs_10,openai,openai_run10,0.9772,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_4,openai,openai_run4,0.9657,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_5,openai,openai_run5,0.9769,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_6,openai,openai_run6,0.9769,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_7,openai,openai_run7,0.977,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_8,openai,openai_run8,0.9656,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_9,openai,openai_run9,0.9538,113.0,Almost Perfect,,
intra_model_stability,theme,L1,3_vs_10,openai,openai_run10,0.9657,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_5,openai,openai_run5,0.9427,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_6,openai,openai_run6,0.9427,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_7,openai,openai_run7,0.9657,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_8,openai,openai_run8,0.9772,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_9,openai,openai_run9,0.9427,113.0,Almost Perfect,,
intra_model_stability,theme,L1,4_vs_10,openai,openai_run10,0.9773,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_6,openai,openai_run6,0.9768,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_7,openai,openai_run7,0.9769,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_8,openai,openai_run8,0.9655,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_9,openai,openai_run9,0.9537,113.0,Almost Perfect,,
intra_model_stability,theme,L1,5_vs_10,openai,openai_run10,0.9427,113.0,Almost Perfect,,
intra_model_stability,theme,L1,6_vs_7,openai,openai_run7,0.9769,113.0,Almost Perfect,,
intra_model_stability,theme,L1,6_vs_8,openai,openai_run8,0.9425,113.0,Almost Perfect,,
intra_model_stability,theme,L1,6_vs_9,openai,openai_run9,0.9768,113.0,Almost Perfect,,
intra_model_stability,theme,L1,6_vs_10,openai,openai_run10,0.9427,113.0,Almost Perfect,,
intra_model_stability,theme,L1,7_vs_8,openai,openai_run8,0.9656,113.0,Almost Perfect,,
intra_model_stability,theme,L1,7_vs_9,openai,openai_run9,0.9538,113.0,Almost Perfect,,
intra_model_stability,theme,L1,7_vs_10,openai,openai_run10,0.9657,113.0,Almost Perfect,,
intra_model_stability,theme,L1,8_vs_9,openai,openai_run9,0.9425,113.0,Almost Perfect,,
intra_model_stability,theme,L1,8_vs_10,openai,openai_run10,0.9544,113.0,Almost Perfect,,
intra_model_stability,theme,L1,9_vs_10,openai,openai_run10,0.9198,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L1,mean_of_45_pairs,openai,openai_all_pairs,0.961,,Almost Perfect,0.0146,45.0
intra_model_stability,code,L2,1_vs_2,openai,openai_run2,0.9039,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_3,openai,openai_run3,0.923,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_4,openai,openai_run4,0.9132,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_5,openai,openai_run5,0.9322,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_6,openai,openai_run6,0.9231,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_7,openai,openai_run7,0.9039,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_8,openai,openai_run8,0.8939,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_9,openai,openai_run9,0.9133,113.0,Almost Perfect,,
intra_model_stability,code,L2,1_vs_10,openai,openai_run10,0.8938,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_3,openai,openai_run3,0.9045,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_4,openai,openai_run4,0.9139,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_5,openai,openai_run5,0.9328,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_6,openai,openai_run6,0.9046,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_7,openai,openai_run7,0.9237,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_8,openai,openai_run8,0.8948,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_9,openai,openai_run9,0.8949,113.0,Almost Perfect,,
intra_model_stability,code,L2,2_vs_10,openai,openai_run10,0.8947,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_4,openai,openai_run4,0.8946,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_5,openai,openai_run5,0.8943,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_6,openai,openai_run6,0.9427,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_7,openai,openai_run7,0.9045,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_8,openai,openai_run8,0.8946,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_9,openai,openai_run9,0.933,113.0,Almost Perfect,,
intra_model_stability,code,L2,3_vs_10,openai,openai_run10,0.9137,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_5,openai,openai_run5,0.9229,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_6,openai,openai_run6,0.8947,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_7,openai,openai_run7,0.8947,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_8,openai,openai_run8,0.9232,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_9,openai,openai_run9,0.885,113.0,Almost Perfect,,
intra_model_stability,code,L2,4_vs_10,openai,openai_run10,0.9231,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_6,openai,openai_run6,0.9328,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_7,openai,openai_run7,0.9328,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_8,openai,openai_run8,0.923,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_9,openai,openai_run9,0.9231,113.0,Almost Perfect,,
intra_model_stability,code,L2,5_vs_10,openai,openai_run10,0.8843,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_7,openai,openai_run7,0.9427,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_8,openai,openai_run8,0.8947,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_9,openai,openai_run9,0.914,113.0,Almost Perfect,,
intra_model_stability,code,L2,6_vs_10,openai,openai_run10,0.9138,113.0,Almost Perfect,,
intra_model_stability,code,L2,7_vs_8,openai,openai_run8,0.9139,113.0,Almost Perfect,,
intra_model_stability,code,L2,7_vs_9,openai,openai_run9,0.9331,113.0,Almost Perfect,,
intra_model_stability,code,L2,7_vs_10,openai,openai_run10,0.9138,113.0,Almost Perfect,,
intra_model_stability,code,L2,8_vs_9,openai,openai_run9,0.9234,113.0,Almost Perfect,,
intra_model_stability,code,L2,8_vs_10,openai,openai_run10,0.9424,113.0,Almost Perfect,,
intra_model_stability,code,L2,9_vs_10,openai,openai_run10,0.9233,113.0,Almost Perfect,,
intra_model_stability_mean,code,L2,mean_of_45_pairs,openai,openai_all_pairs,0.9132,,Almost Perfect,0.0162,45.0
intra_model_stability,theme,L2,1_vs_2,openai,openai_run2,0.9419,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_3,openai,openai_run3,0.9301,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_4,openai,openai_run4,0.9536,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_5,openai,openai_run5,0.9418,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_6,openai,openai_run6,0.9417,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_7,openai,openai_run7,0.9187,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_8,openai,openai_run8,0.9187,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_9,openai,openai_run9,0.9301,113.0,Almost Perfect,,
intra_model_stability,theme,L2,1_vs_10,openai,openai_run10,0.9185,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_3,openai,openai_run3,0.9421,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_4,openai,openai_run4,0.9423,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_5,openai,openai_run5,0.9537,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_6,openai,openai_run6,0.9536,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_7,openai,openai_run7,0.9538,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_8,openai,openai_run8,0.9538,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_9,openai,openai_run9,0.9421,113.0,Almost Perfect,,
intra_model_stability,theme,L2,2_vs_10,openai,openai_run10,0.9537,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_4,openai,openai_run4,0.9538,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_5,openai,openai_run5,0.9189,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_6,openai,openai_run6,0.9652,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_7,openai,openai_run7,0.9191,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_8,openai,openai_run8,0.9422,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_9,openai,openai_run9,0.9536,113.0,Almost Perfect,,
intra_model_stability,theme,L2,3_vs_10,openai,openai_run10,0.9652,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_5,openai,openai_run5,0.9423,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_6,openai,openai_run6,0.9422,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_7,openai,openai_run7,0.9424,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_8,openai,openai_run8,0.9424,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_9,openai,openai_run9,0.9307,113.0,Almost Perfect,,
intra_model_stability,theme,L2,4_vs_10,openai,openai_run10,0.9423,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_6,openai,openai_run6,0.9536,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_7,openai,openai_run7,0.9538,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_8,openai,openai_run8,0.9307,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_9,openai,openai_run9,0.9421,113.0,Almost Perfect,,
intra_model_stability,theme,L2,5_vs_10,openai,openai_run10,0.9305,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_7,openai,openai_run7,0.9537,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_8,openai,openai_run8,0.9306,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_9,openai,openai_run9,0.9419,113.0,Almost Perfect,,
intra_model_stability,theme,L2,6_vs_10,openai,openai_run10,0.9536,113.0,Almost Perfect,,
intra_model_stability,theme,L2,7_vs_8,openai,openai_run8,0.9539,113.0,Almost Perfect,,
intra_model_stability,theme,L2,7_vs_9,openai,openai_run9,0.9422,113.0,Almost Perfect,,
intra_model_stability,theme,L2,7_vs_10,openai,openai_run10,0.9538,113.0,Almost Perfect,,
intra_model_stability,theme,L2,8_vs_9,openai,openai_run9,0.9422,113.0,Almost Perfect,,
intra_model_stability,theme,L2,8_vs_10,openai,openai_run10,0.9769,113.0,Almost Perfect,,
intra_model_stability,theme,L2,9_vs_10,openai,openai_run10,0.9652,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L2,mean_of_45_pairs,openai,openai_all_pairs,0.9439,,Almost Perfect,0.0134,45.0
intra_model_stability,code,L3,1_vs_2,openai,openai_run2,0.9207,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_3,openai,openai_run3,0.9304,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_4,openai,openai_run4,0.9114,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_5,openai,openai_run5,0.9209,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_6,openai,openai_run6,0.8817,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_7,openai,openai_run7,0.9205,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_8,openai,openai_run8,0.9209,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_9,openai,openai_run9,0.8913,113.0,Almost Perfect,,
intra_model_stability,code,L3,1_vs_10,openai,openai_run10,0.9014,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_3,openai,openai_run3,0.8922,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_4,openai,openai_run4,0.893,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_5,openai,openai_run5,0.9219,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_6,openai,openai_run6,0.9221,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_7,openai,openai_run7,0.9216,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_8,openai,openai_run8,0.9024,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_9,openai,openai_run9,0.8731,113.0,Almost Perfect,,
intra_model_stability,code,L3,2_vs_10,openai,openai_run10,0.9026,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_4,openai,openai_run4,0.8928,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_5,openai,openai_run5,0.8925,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_6,openai,openai_run6,0.8927,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_7,openai,openai_run7,0.9214,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_8,openai,openai_run8,0.8924,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_9,openai,openai_run9,0.912,113.0,Almost Perfect,,
intra_model_stability,code,L3,3_vs_10,openai,openai_run10,0.8732,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_5,openai,openai_run5,0.8738,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_6,openai,openai_run6,0.8837,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_7,openai,openai_run7,0.8733,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_8,openai,openai_run8,0.9126,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_9,openai,openai_run9,0.8835,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_10,openai,openai_run10,0.874,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_6,openai,openai_run6,0.9029,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_7,openai,openai_run7,0.9022,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_8,openai,openai_run8,0.9026,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_9,openai,openai_run9,0.8734,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_10,openai,openai_run10,0.9028,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_7,openai,openai_run7,0.9219,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_8,openai,openai_run8,0.8738,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_9,openai,openai_run9,0.8931,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_10,openai,openai_run10,0.8933,113.0,Almost Perfect,,
intra_model_stability,code,L3,7_vs_8,openai,openai_run8,0.8632,113.0,Almost Perfect,,
intra_model_stability,code,L3,7_vs_9,openai,openai_run9,0.8729,113.0,Almost Perfect,,
intra_model_stability,code,L3,7_vs_10,openai,openai_run10,0.9024,113.0,Almost Perfect,,
intra_model_stability,code,L3,8_vs_9,openai,openai_run9,0.854,113.0,Almost Perfect,,
intra_model_stability,code,L3,8_vs_10,openai,openai_run10,0.9028,113.0,Almost Perfect,,
intra_model_stability,code,L3,9_vs_10,openai,openai_run10,0.8348,113.0,Almost Perfect,,
intra_model_stability_mean,code,L3,mean_of_45_pairs,openai,openai_all_pairs,0.8956,,Almost Perfect,0.0208,45.0
intra_model_stability,theme,L3,1_vs_2,openai,openai_run2,0.9404,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_3,openai,openai_run3,0.916,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_4,openai,openai_run4,0.9166,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_5,openai,openai_run5,0.9166,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_6,openai,openai_run6,0.9048,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_7,openai,openai_run7,0.9048,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_8,openai,openai_run8,0.9639,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_9,openai,openai_run9,0.8926,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_10,openai,openai_run10,0.9284,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_3,openai,openai_run3,0.8819,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_4,openai,openai_run4,0.906,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_5,openai,openai_run5,0.9061,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_6,openai,openai_run6,0.9179,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_7,openai,openai_run7,0.9179,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_8,openai,openai_run8,0.9527,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_9,openai,openai_run9,0.8824,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_10,openai,openai_run10,0.9177,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_4,openai,openai_run4,0.8817,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_5,openai,openai_run5,0.9054,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_6,openai,openai_run6,0.9174,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_7,openai,openai_run7,0.941,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_8,openai,openai_run8,0.8809,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_9,openai,openai_run9,0.9526,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_10,openai,openai_run10,0.8698,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_5,openai,openai_run5,0.8589,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_6,openai,openai_run6,0.8944,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_7,openai,openai_run7,0.8709,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_8,openai,openai_run8,0.929,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_9,openai,openai_run9,0.9057,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_10,openai,openai_run10,0.8705,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_6,openai,openai_run6,0.9179,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_7,openai,openai_run7,0.9179,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_8,openai,openai_run8,0.929,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_9,openai,openai_run9,0.9058,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_10,openai,openai_run10,0.9412,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_7,openai,openai_run7,0.9532,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_8,openai,openai_run8,0.9173,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_9,openai,openai_run9,0.9178,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_10,openai,openai_run10,0.8826,113.0,Almost Perfect,,
intra_model_stability,theme,L3,7_vs_8,openai,openai_run8,0.8937,113.0,Almost Perfect,,
intra_model_stability,theme,L3,7_vs_9,openai,openai_run9,0.8943,113.0,Almost Perfect,,
intra_model_stability,theme,L3,7_vs_10,openai,openai_run10,0.9061,113.0,Almost Perfect,,
intra_model_stability,theme,L3,8_vs_9,openai,openai_run9,0.8815,113.0,Almost Perfect,,
intra_model_stability,theme,L3,8_vs_10,openai,openai_run10,0.917,113.0,Almost Perfect,,
intra_model_stability,theme,L3,9_vs_10,openai,openai_run10,0.8468,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L3,mean_of_45_pairs,openai,openai_all_pairs,0.9082,,Almost Perfect,0.0259,45.0
intra_model_stability,code,L4,1_vs_2,openai,openai_run2,0.923,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_3,openai,openai_run3,0.9517,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_4,openai,openai_run4,0.9225,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_5,openai,openai_run5,0.9517,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_6,openai,openai_run6,0.9324,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_7,openai,openai_run7,0.9517,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_8,openai,openai_run8,0.9517,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_9,openai,openai_run9,0.9035,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_10,openai,openai_run10,0.952,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_3,openai,openai_run3,0.9135,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_4,openai,openai_run4,0.9038,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_5,openai,openai_run5,0.952,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_6,openai,openai_run6,0.9136,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_7,openai,openai_run7,0.9328,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_8,openai,openai_run8,0.9135,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_9,openai,openai_run9,0.9424,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_10,openai,openai_run10,0.9331,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_4,openai,openai_run4,0.913,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_5,openai,openai_run5,0.9229,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_6,openai,openai_run6,0.9422,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_7,openai,openai_run7,0.9421,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_8,openai,openai_run8,0.9614,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_9,openai,openai_run9,0.8941,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_10,openai,openai_run10,0.9425,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_5,openai,openai_run5,0.9324,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_6,openai,openai_run6,0.9131,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_7,openai,openai_run7,0.9324,113.0,Almost Perfect,,
